global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
760.9493751870598	n/a	579043.9515975767	n/a	921.1604423291667	n/a	n/a	848536.5605120659	780.8582450141647	n/a	n/a	609739.5988066014	787.4724104141902	661.5520864653905	n/a	n/a	n/a	n/a	-0.1603353967	-0.1187920798	0.0450538024	-0.0365663897	0.1282858558	0.2957070025	-0.0869249186	-0.059336251799999996	-0.050931049299999996	0.2887896138	-0.0716382428	0.023010978799999998	-0.051629339100000005	0.044080198	0.014172529599999999	-0.1238783968	0.20105554620000002	-0.0155967466	0.0555712984	-0.2103166986	0.0163089895	-0.2686657009	0.0053513024	0.0923536802	-0.016281573400000002	-0.0674701657	0.1043721499	-0.0631847807	-0.054357328899999995	0.28630973789999997	-0.0791468439	0.0246658387	-0.060340172699999986	0.036486484900000005	0.0173319378	-0.0134164407	0.2043491577	-0.0773147705	0.0091726803	-0.1062627268	0.1569032024	-0.272556471	0.12972987449999998	-0.1454764467	0.08983169390000001	0.040715966	0.15908000519999999	0.0241711	n/a	0.0005842420752099999	n/a	0.015077200000000002	n/a	n/a	0.0002273219598400001	-0.224271	n/a	0.050297481441	n/a	0.00498784	n/a	2.48785478656e-05	n/a	0.000867556	n/a	n/a	7.526534131359999e-07	-0.000391709	n/a	1.53435940681e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
757.1927279605965	-3.756647226463315	573340.8272764097	14.112398384094515	911.7511684841753	-9.409273844991391	88.53443429003904	831290.193232259	779.4339631643116	-1.4242818498530596	2.028578787820853	607517.3029340254	786.2550002507068	663.0860841061027	1.022899	28.20142	0.32708155	0.184948	-0.11284946779999999	-0.1240029482	0.10303197970000001	-0.0483742058	0.1074167226	0.17707607079999999	-0.033652106800000005	-0.0628650972	0.0013186092000000002	0.1837378211	-0.0669623241	-0.10550300050000001	-0.0080114913	0.15009176119999998	-0.0797196971	-0.09073712769999999	0.0326530688	-0.26940014019999997	0.1007881159	0.26523570890000003	0.0007965621	-0.0630022985	0.0051553012	0.0484804551	0.16743027259999999	0.051738499400000006	-0.0155710632	-0.0682975236	0.0103003425	0.1764611392	-0.08693652380000001	-0.0855574288	-0.0048078485	0.14933851310000001	0.1072021225	-0.0513219951	0.07611597190000001	-0.12302153029999999	-0.0070534964	0.3463594908	-0.08577820289999999	-0.0071140735	-0.0033766162	-0.1508380399	-0.0556810708	-0.0008142689	0.1588284671	0.032265800000000004	0.008094700000000007	0.0010410818496400002	6.552416809000011e-05	0.0962387	0.0811615	0.0065871890822500005	0.00926188737769	-0.10515	0.119121	0.0110565225	0.014189812641	0.0032339	-0.0017539400000000005	1.045810921e-05	3.0763055236000008e-06	0.000517576	-0.0003499800000000001	1.2248600040000004e-07	2.67884915776e-07	-0.000121542	0.00027016700000000003	1.4772457764000005e-08	7.299020788899999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753.3413102384038	-3.8514177221926498	567523.129711715	14.833418470819623	900.8942692784973	-10.856899205678019	117.872260362252	811610.4844188377	776.8447346389908	-2.589228525320891	6.704104356335398	603487.7417363239	783.1342219007597	638.7717752005866	1.028666	28.360434	0.19304081	0.124188	-0.10028396869999999	-0.0415639582	0.053477624	-0.0039418791	0.0310167056	0.08436864919999999	0.0880928192	-0.0064082124	-0.007264987099999998	0.0879690556	0.0173045301	0.0069986899	0.08011098559999999	0.0791865826	-0.0911729141	-0.0170824072	0.07017816889999999	-0.0047601275	-0.041729125	0.067589941	-0.0583269921	-0.17088243760000002	0.21533798280000002	0.1171314093	0.002161629	-0.1059913859	0.0721649236	-0.0095379886	-0.0172289941	0.1045361989	0.0571159378	0.027974354700000002	0.0210565812	0.08658596	0.0315584359	-0.047179525300000004	-0.0165168867	0.0587455597	0.061966961699999996	0.0675666836	-0.0007992146	-0.11595917289999999	0.2957302194	-0.10511057189999999	0.0153314854	0.1376845604	0.1583257884	0.0294623	-0.002803500000000004	0.0008680271212899999	7.859612250000022e-06	-0.0104751	-0.1067138	0.01138783511044	0.00010972772001000004	-0.062451199999999985	0.04269880000000001	0.0039001523814399994	0.0018231875214399999	0.00257118	-0.0006627199999999999	6.610966592400002e-06	4.391977983999998e-07	0.000599289	8.171300000000009e-05	6.6770143690000115e-09	3.59147305521e-07	-4.94808e-05	7.206120000000001e-05	2.44834956864e-09	5.1928165454400014e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753.4453004752568	0.10399023685295106	567679.82080825	0.01081396936073286	900.4232381372823	-0.4710311412150077	0.2218703359943125	810762.0077776291	777.0762762662448	0.23154162725404606	0.0536115251514516	603847.5391358132	783.3314409158388	642.1238405771146	0.8562639999999999	23.607273	0.199675415	0.122632	-0.14395696730000002	-0.0625733121	0.08019683179999999	-0.0090990014	0.0430289166	0.143075712	0.1495408995	-0.029100086400000006	0.011522759399999999	0.0708436491	0.0525609795	0.033850822	0.0132779886	0.1201956843	-0.0582687846	0.0755685237	-0.0210902744	-0.1731841484	-0.1745096971	0.0023306704999999997	-0.0056046193000000005	-0.2792983525	-0.0028384027	0.2640062378	-0.022147311	0.0503619088	-0.0751978247	-0.030389737799999997	0.0002594266	0.10419311740000001	0.0953967303	0.0253132775	-0.0275050683	0.0942149133	0.0372587973	0.023038856200000003	-0.1091387238	-0.07607669639999999	0.1902094544	0.0407886513	-0.0728539024	-0.2612522877	0.07373705	-0.1680074986	0.136873982	0.0230946115	0.1575727642	0.0190763	-0.010386	0.0003639052216900001	0.00010786899599999998	0.100969	0.1114441	0.01241978742481	0.010194738961	-0.0384516	0.0239996	0.0014785255425599994	0.0005759808001599997	0.0033962	0.0008250199999999997	1.1534174439999997e-05	6.806580003999996e-07	0.000361685	-0.00023760400000000004	5.645566081600003e-08	1.30816039225e-07	-6.37711e-05	-1.42903e-05	4.066753195210001e-09	2.0421267409000003e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753.1667785875818	-0.27852188767496955	567260.1963679955	0.07757444191402836	900.9583376616877	0.535099524405382	0.28633150101886606	811725.9262021115	775.7954518788916	-1.2808243873531635	1.6405111112386073	601858.5831559737	782.4542471517168	653.046369206366	0.92815	25.589197	0.160830095	0.0926072	-0.0780021528	-0.0934175853	0.09648136980000001	-0.0145062671	0.0625310543	0.0883913866	0.1236305777	-0.0101189376	0.0351929208	0.0016952906	0.2056656455	-0.0568825091	-0.08620808419999999	0.1330292375	-0.0661323063	0.1414665291	-0.0634416698	-0.0007605207000000001	-0.144781929	0.1674208357	-0.0472662353	0.1443017274	-0.0452933064	-0.1279488344	-0.0700026438	0.08426516029999999	-0.10976831849999999	-0.016368488	0.0354519077	0.0392484845	0.137369254	-0.1651794369	-0.12278490269999999	0.0634308594	0.0392231383	-0.0123727477	-0.1285238758	0.1227011225	0.0924374759	0.0673923869	-0.1148197823	0.1093113174	-0.1482020097	0.16065876099999998	0.002543762	-0.023691572299999998	0.156570585	0.019787400000000004	0.0007111000000000027	0.0003915411987600001	5.05663210000004e-07	0.138612	0.03764299999999998	0.0014169954489999987	0.019213286544	-0.0181533	0.020298300000000002	0.00032954230088999987	0.00041202098289	0.00193446	-0.0014617399999999998	3.7421354916e-06	2.1366838275999997e-06	0.000517576	0.00015589099999999996	2.430200388099999e-08	2.67884915776e-07	-0.000489694	-0.0004259229000000001	2.398002136360001e-07	1.8141031674441005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
751.6141150045004	-1.5526635830814255	564923.7778739983	2.4107642022272517	895.6939147597949	-5.264422901892772	27.714148489973113	802267.5889377267	777.2685098768418	1.4730579979501497	2.169899865324904	604146.3364461662	783.2681728038742	633.6261567221935	0.995648	27.450108	0.17392621000000005	0.130759	-0.06685538719999999	0.014135546	0.0714592922	-0.0001297543	0.01255649	0.0286555821	0.1718224703	-0.0198838842	-0.0048972627	0.1268466955	0.0916663762	0.1598233065	-0.002185185	-0.0001595674	0.0680825444	-0.28940734809999996	-0.0256787634	-0.0794484645	-0.22118636600000002	0.0970240549	-0.0024479175	0.0960179842	0.1245025102	-0.1554402082	-0.051665140199999994	0.1314795484	-0.19142092859999998	-0.018561353	-0.010993764599999999	0.1294195767	0.122271014	0.14587683380000002	-0.0329082859	-0.0792515195	0.0227330242	0.15534155019999998	0.1769541464	0.0487468329	0.1652311906	0.1509393788	-0.1378198594	0.07914100660000001	0.0153202616	0.18582493879999998	-0.0894261732	-0.21277402420000002	0.1553208355	0.0364412	0.016653799999999996	0.00132796105744	0.0002773490544399999	0.0107688	-0.1278432	0.016343883786239997	0.00011596705343999995	-0.00236139	0.015791909999999996	5.5761627321000015e-06	0.00024938442144809984	0.00190173	-3.273000000000013e-05	3.6165769929e-06	1.0712529000000084e-09	0.000517576	0.0	0.0	2.67884915776e-07	-0.000249678	0.0002400160000000001	6.233910368399999e-08	5.760768025600003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
752.9542022725374	1.3400872680369955	566940.0307198731	1.7958338859548588	899.3125901622183	3.618675402423378	13.094811668103995	808763.134824278	777.3878388753488	0.1193289985070578	0.014239409884697404	604331.8520312853	783.3890406630212	638.9048364256975	0.846684	23.343159	0.13856377	0.084217	-0.08276292730000001	-0.049108716399999995	0.097321611	0.0004894883	0.0570961876	0.0674720492	0.1747015638	-0.0266647102	0.0283216997	0.0746302484	0.0954242686	0.1412643589	0.0028438361	0.08926444929999999	-0.10173985560000001	-0.2371529684	-0.0191278452	0.0904614581	0.0687411423	0.17872876149999994	-0.1709122271	0.0308434901	0.11488929810000001	-0.0161374973	-0.0654959536	-0.06538709179999999	0.2241702715	-0.0284465376	0.021166199700000003	0.0962470803	0.15373227849999999	0.1079185616	-0.08208934	0.00949652	0.119014428	0.08014513599999999	0.0816161553	0.22905444219999999	-0.0502448852	0.23620336760000002	0.07472421480000001	0.056629676799999994	0.1043099026	0.0143161648	-0.0106461705	-0.0124833989	0.1538254919	0.0208679	-0.015573299999999997	0.00043546925041000015	0.00024252767288999996	0.08662699999999998	0.07585819999999999	0.005754466507239998	0.007504237128999997	0.0295231	0.03188449	0.00087161343361	0.0010166207025601	0.00191031	8.580000000000003e-06	3.6492842961e-06	7.361640000000004e-11	0.000627816	0.00011024000000000004	1.2152857600000012e-08	3.94152929856e-07	-6.35424e-05	0.0001861356	4.037636597759999e-09	3.4646461587359985e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753.7566940751492	0.8024918026118257	568149.153863098	0.6439930932591775	901.3070520259108	1.9944618636925495	3.9778781257239593	812354.402031638	778.0232421220699	0.6354032467210118	0.403737285943603	605320.165282137	784.5206523959354	651.8923962097713	0.8887459999999999	24.502804	0.21269028	0.112683	-0.0689859987	-0.1158899756	0.0946375222	-0.0110068145	0.09024491	0.0757566379	0.0867687794	-0.0505133364	-0.0025648259	0.0716173016	0.1349324884	0.0029631746999999996	-0.0147759606	0.10698823980000001	-0.0227653493	0.0708437108	0.1271297886	0.011030721299999999	0.0436193049	0.14396767929999998	-6.22607e-05	0.0216093557	-0.1668920483	-0.1471022715	-0.030252938599999998	0.174515273	0.0493642551	-0.0546801986	0.005733264300000001	0.0867656986	0.0966351179	-0.0835774981	-0.0941112971	0.0444672194	0.0446087705	-0.1245228005	0.0446459672	0.0224471177	0.008208999	0.0767173452	-0.0496878937	0.0042347504	-0.1723559871	0.0604527434	-0.0118525674	-0.22494755260000002	0.1520869185	0.0187846	-0.002083300000000003	0.00035286119716	4.340138890000013e-06	0.185033	0.09840600000000002	0.009683740836000005	0.034237211089	0.0125789	-0.0169442	0.00015822872521000002	0.00028710591364	0.000992879	-0.000917431	9.858087086409998e-07	8.41679639761e-07	6.6263e-05	-0.000561553	3.1534177180900004e-07	4.390785169e-09	-0.000489694	-0.0004261516	2.398002136360001e-07	1.8160518618256004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
754.9138251523268	1.1571310771776098	569894.8834061179	1.3389523297702155	903.3741667571428	2.0671147312319818	4.272963312076268	816084.885164162	778.0612979019878	0.03805577991795417	0.0014482423851637635	605379.3832929258	785.3584825157358	669.3310356817518	1.083602	29.875027000000006	0.2903757	0.14591400000000002	0.0179015469	-0.105349427	0.022612842200000004	-0.0413138556	0.0571378222	0.0057498971	-0.10012015640000001	-0.0409163972	0.006108479799999999	0.059573930899999995	-0.0004507785	-0.0943558889	0.0295685741	0.08226218980000001	-0.008851024499999999	0.070231315	0.2490997953	0.070428089	0.0657452915	0.1479178897	0.0947672027	-0.0804800547	-0.1675110958	-0.1571757367	-0.2255351796	0.0182084779	-0.0657593252	-0.0454023891	0.031122888900000006	0.0357470027	-0.0959162024	-0.15303702519999998	-0.0628387336	0.074443763	0.0221494657	-0.3037840426	0.15488898439999998	0.0270633552	-0.0951506261	0.0247286088	-0.1069427967	-0.0375937046	-0.0994159424	0.1447126864	0.2280283464	0.0149347198	0.1501078645	0.0287029	0.0099183	0.0008238564684099999	9.837267489000003e-05	0.0941982	-0.0908348	0.008250960891040002	0.008873300883239999	-0.09384650000000004	-0.10642540000000003	0.008807165562250006	0.01132636576516001	-0.000182141	-0.00117502	3.3175343880999985e-08	1.3806720004e-06	0.000325083	0.00025882	6.69877924e-08	1.05678956889e-07	-0.00025959	0.000230104	6.738696810000002e-08	5.2947850816000006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
754.4343131632214	-0.4795119891053901	569171.1328780616	0.2299317476958077	900.9028537628461	-2.4713129942966816	6.10738791577963	811625.95191804	775.6937152794478	-2.3675826225399987	5.605447474553378	601700.7399240329	781.856234667178	658.5255652265797	1.180425	32.544426	0.3294501	0.180781	0.0948818547	0.026296485499999998	-0.08016512860000001	-0.0266910725	-0.033815956099999996	-0.048920049800000004	-0.156290968	0.0167432793	0.0042006457	-0.0273545194	-0.0018296992	-0.0459119379	0.0080410779	-0.0721870787	-0.0144059113	-0.1389498933	0.1252123537	-0.0496169371	0.0470700897	-0.0807376248	0.097166426	-0.0897777275	-0.0389944762	0.11225494960000001	0.21791338030000001	0.0901410875	-0.1736863435	0.0213378985	0.0039100006	-0.0327941702	-0.0119119948	-0.0162755998	0.0807692083	-0.0655390049	0.0433392746	-0.0026298476	0.20034884120000002	-0.1414969713	-0.0538753405	-0.0667841542	-0.0593489954	-0.1164536121	-0.055389443899999995	-0.1794784341	-0.1349259651	0.030748711	0.1478914591	0.0146827	-0.0140202	0.00021558167929	0.00019656600803999997	-0.04405	-0.13824820000000002	0.01911256480324	0.0019404025	-0.208506	-0.11465949999999996	0.043474752036	0.013146800940249987	-0.00101693	-0.0008347890000000001	1.0341466249000002e-06	6.968726745210002e-07	6.6263e-05	-0.00025882	6.69877924e-08	4.390785169e-09	-0.000102755	0.00015683500000000005	1.0558590025e-08	2.459721722500001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
